state,counts_all,updated_date,scrape_date
ALABAMA,110567,2026-09-24,2026-09-24
ALASKA,26118,2026-09-24,2026-09-24
AMERICAN SAMOA,248,2026-09-24,2026-09-24
ARIZONA,128018,2026-09-24,2026-09-24
ARKANSAS,64033,2026-09-24,2026-09-24
CALIFORNIA,744414,2026-09-24,2026-09-24
COLORADO,102018,2026-09-24,2026-09-24
CONNECTICUT,87356,2026-09-24,2026-09-24
DELAWARE,23313,2026-09-24,2026-09-24
DISTRICT OF COLUMBIA,40448,2026-09-24,2026-09-24
FLORIDA,452499,2026-09-24,2026-09-24
GEORGIA,181788,2026-09-24,2026-09-24
GUAM,1515,2026-09-24,2026-09-24
HAWAII,40855,2026-09-24,2026-09-24
IDAHO,33588,2026-09-24,2026-09-24
ILLINOIS,270224,2026-09-24,2026-09-24
INDIANA,157598,2026-09-24,2026-09-24
IOWA,68527,2026-09-24,2026-09-24
KANSAS,63461,2026-09-24,2026-09-24
KENTUCKY,94620,2026-09-24,2026-09-24
LOUISIANA,91519,2026-09-24,2026-09-24
MAINE,30556,2026-09-24,2026-09-24
MARYLAND,103426,2026-09-24,2026-09-24
MASSACHUSETTS,181584,2026-09-24,2026-09-24
MICHIGAN,213189,2026-09-24,2026-09-24
MINNESOTA,158812,2026-09-24,2026-09-24
MISSISSIPPI,70751,2026-09-24,2026-09-24
MISSOURI,144686,2026-09-24,2026-09-24
MONTANA,29791,2026-09-24,2026-09-24
NEBRASKA,39589,2026-09-24,2026-09-24
NEVADA,70345,2026-09-24,2026-09-24
NEW HAMPSHIRE,31142,2026-09-24,2026-09-24
NEW JERSEY,175983,2026-09-24,2026-09-24
NEW MEXICO,38598,2026-09-24,2026-09-24
NEW YORK,647742,2026-09-24,2026-09-24
NORTH CAROLINA,193258,2026-09-24,2026-09-24
NORTH DAKOTA,20707,2026-09-24,2026-09-24
NORTHERN MARIANA ISLANDS,3609,2026-09-24,2026-09-24
OHIO,293270,2026-09-24,2026-09-24
OKLAHOMA,74108,2026-09-24,2026-09-24
OREGON,100687,2026-09-24,2026-09-24
PENNSYLVANIA,287794,2026-09-24,2026-09-24
RHODE ISLAND,24266,2026-09-24,2026-09-24
SOUTH CAROLINA,101686,2026-09-24,2026-09-24
SOUTH DAKOTA,23637,2026-09-24,2026-09-24
TENNESSEE,148888,2026-09-24,2026-09-24
TEXAS,539835,2026-09-24,2026-09-24
UTAH,52122,2026-09-24,2026-09-24
VERMONT,14063,2026-09-24,2026-09-24
VIRGIN ISLANDS,1286,2026-09-24,2026-09-24
VIRGINIA,152320,2026-09-24,2026-09-24
WASHINGTON,118206,2026-09-24,2026-09-24
WEST VIRGINIA,40407,2026-09-24,2026-09-24
WISCONSIN,128382,2026-09-24,2026-09-24
WYOMING,10200,2026-09-24,2026-09-24
