state,counts_rn,updated_date,scrape_date
ALABAMA,99606,2023-02-04,2023-02-04
ALASKA,17232,2023-02-04,2023-02-04
AMERICAN SAMOA,167,2023-02-04,2023-02-04
ARIZONA,108207,2023-02-04,2023-02-04
ARKANSAS,46025,2023-02-04,2023-02-04
CALIFORNIA-RN,499414,2023-02-04,2023-02-04
CALIFORNIA-VN (Non-Participating),NA,2023-02-04,2023-02-04
COLORADO,85806,2023-02-04,2023-02-04
CONNECTICUT,92101,2023-02-04,2023-02-04
DELAWARE,21395,2023-02-04,2023-02-04
DISTRICT OF COLUMBIA,37233,2023-02-04,2023-02-04
FLORIDA,363526,2023-02-04,2023-02-04
GEORGIA,141498,2023-02-04,2023-02-04
GUAM,1327,2023-02-04,2023-02-04
HAWAII,33722,2023-02-04,2023-02-04
IDAHO,29136,2023-02-04,2023-02-04
ILLINOIS,214400,2023-02-04,2023-02-04
INDIANA,129373,2023-02-04,2023-02-04
IOWA,57948,2023-02-04,2023-02-04
KANSAS,53053,2023-02-04,2023-02-04
KENTUCKY,74492,2023-02-04,2023-02-04
LOUISIANA-PN (Non-Participating),NA,2023-02-04,2023-02-04
LOUISIANA-RN,64581,2023-02-04,2023-02-04
MAINE,28690,2023-02-04,2023-02-04
MARYLAND,87994,2023-02-04,2023-02-04
MASSACHUSETTS,150781,2023-02-04,2023-02-04
MICHIGAN,172201,2023-02-04,2023-02-04
MINNESOTA,129678,2023-02-04,2023-02-04
MISSISSIPPI,49905,2023-02-04,2023-02-04
MISSOURI,122847,2023-02-04,2023-02-04
MONTANA,22030,2023-02-04,2023-02-04
NEBRASKA,31376,2023-02-04,2023-02-04
NEVADA,57093,2023-02-04,2023-02-04
NEW HAMPSHIRE,26650,2023-02-04,2023-02-04
NEW JERSEY,143310,2023-02-04,2023-02-04
NEW MEXICO,31587,2023-02-04,2023-02-04
NEW YORK,389809,2023-02-04,2023-02-04
NORTH CAROLINA,154412,2023-02-04,2023-02-04
NORTH DAKOTA,16475,2023-02-04,2023-02-04
NORTHERN MARIANA ISLANDS,3849,2023-02-04,2023-02-04
OHIO,240743,2023-02-04,2023-02-04
OKLAHOMA,50406,2023-02-04,2023-02-04
OREGON,80831,2023-02-04,2023-02-04
PENNSYLVANIA,241079,2023-02-04,2023-02-04
RHODE ISLAND,29727,2023-02-04,2023-02-04
SOUTH CAROLINA,79928,2023-02-04,2023-02-04
SOUTH DAKOTA,19728,2023-02-04,2023-02-04
TENNESSEE,113613,2023-02-04,2023-02-04
TEXAS,383157,2023-02-04,2023-02-04
UTAH,40545,2023-02-04,2023-02-04
VERMONT,22051,2023-02-04,2023-02-04
VIRGIN ISLANDS,1165,2023-02-04,2023-02-04
VIRGINIA,116004,2023-02-04,2023-02-04
WASHINGTON,127420,2023-02-04,2023-02-04
WEST VIRGINIA-PN (Non-Participating),NA,2023-02-04,2023-02-04
WEST VIRGINIA-RN,34862,2023-02-04,2023-02-04
WISCONSIN,118841,2023-02-04,2023-02-04
WYOMING,8212,2023-02-04,2023-02-04
TOTALS,5497241,2023-02-04,2023-02-04
