state,counts_rn,updated_date,scrape_date
ALABAMA,87160,2025-01-04,2025-01-04
ALASKA,18409,2025-01-04,2025-01-04
AMERICAN SAMOA,62,2025-01-04,2025-01-04
ARIZONA,114788,2025-01-04,2025-01-04
ARKANSAS,47932,2025-01-04,2025-01-04
CALIFORNIA-RN,549620,2025-01-04,2025-01-04
CALIFORNIA-VN (Non-Participating),NA,2025-01-04,2025-01-04
COLORADO,87857,2025-01-04,2025-01-04
CONNECTICUT,82761,2025-01-04,2025-01-04
DELAWARE,21631,2025-01-04,2025-01-04
DISTRICT OF COLUMBIA,41904,2025-01-04,2025-01-04
FLORIDA,381468,2025-01-04,2025-01-04
GEORGIA,146891,2025-01-04,2025-01-04
GUAM,1250,2025-01-04,2025-01-04
HAWAII,38690,2025-01-04,2025-01-04
IDAHO,29822,2025-01-04,2025-01-04
ILLINOIS,256194,2025-01-04,2025-01-04
INDIANA,131935,2025-01-04,2025-01-04
IOWA,58259,2025-01-04,2025-01-04
KANSAS,52983,2025-01-04,2025-01-04
KENTUCKY,76000,2025-01-04,2025-01-04
LOUISIANA-PN (Non-Participating),NA,2025-01-04,2025-01-04
LOUISIANA-RN,66980,2025-01-04,2025-01-04
MAINE,28860,2025-01-04,2025-01-04
MARYLAND,89253,2025-01-04,2025-01-04
MASSACHUSETTS,157515,2025-01-04,2025-01-04
MICHIGAN,175211,2025-01-04,2025-01-04
MINNESOTA,133518,2025-01-04,2025-01-04
MISSISSIPPI,50746,2025-01-04,2025-01-04
MISSOURI,124576,2025-01-04,2025-01-04
MONTANA,25405,2025-01-04,2025-01-04
NEBRASKA,31120,2025-01-04,2025-01-04
NEVADA,60264,2025-01-04,2025-01-04
NEW HAMPSHIRE,27391,2025-01-04,2025-01-04
NEW JERSEY,149242,2025-01-04,2025-01-04
NEW MEXICO,33925,2025-01-04,2025-01-04
NEW YORK,487870,2025-01-04,2025-01-04
NORTH CAROLINA,161551,2025-01-04,2025-01-04
NORTH DAKOTA,16722,2025-01-04,2025-01-04
NORTHERN MARIANA ISLANDS,4544,2025-01-04,2025-01-04
OHIO,234096,2025-01-04,2025-01-04
OKLAHOMA,52556,2025-01-04,2025-01-04
OREGON,86561,2025-01-04,2025-01-04
PENNSYLVANIA,237993,2025-01-04,2025-01-04
RHODE ISLAND,25732,2025-01-04,2025-01-04
SOUTH CAROLINA,84133,2025-01-04,2025-01-04
SOUTH DAKOTA,19964,2025-01-04,2025-01-04
TENNESSEE,116617,2025-01-04,2025-01-04
TEXAS,414243,2025-01-04,2025-01-04
UTAH,47686,2025-01-04,2025-01-04
VERMONT,13170,2025-01-04,2025-01-04
VIRGIN ISLANDS,1324,2025-01-04,2025-01-04
VIRGINIA,120715,2025-01-04,2025-01-04
WASHINGTON,107982,2025-01-04,2025-01-04
WEST VIRGINIA-PN (Non-Participating),NA,2025-01-04,2025-01-04
WEST VIRGINIA-RN,33593,2025-01-04,2025-01-04
WISCONSIN,114602,2025-01-04,2025-01-04
WYOMING,8151,2025-01-04,2025-01-04
TOTALS,5769427,2025-01-04,2025-01-04
