state,counts_lpn,updated_date,scrape_date
ALABAMA,15400,2025-01-02,2025-01-02
ALASKA,682,2025-01-02,2025-01-02
AMERICAN SAMOA,7,2025-01-02,2025-01-02
ARIZONA,10927,2025-01-02,2025-01-02
ARKANSAS,13776,2025-01-02,2025-01-02
CALIFORNIA-RN (Non-Participating),NA,2025-01-02,2025-01-02
CALIFORNIA-VN,112587,2025-01-02,2025-01-02
COLORADO,7315,2025-01-02,2025-01-02
CONNECTICUT,12710,2025-01-02,2025-01-02
DELAWARE,3041,2025-01-02,2025-01-02
DISTRICT OF COLUMBIA,2795,2025-01-02,2025-01-02
FLORIDA,64873,2025-01-02,2025-01-02
GEORGIA,30192,2025-01-02,2025-01-02
GUAM,190,2025-01-02,2025-01-02
HAWAII,2154,2025-01-02,2025-01-02
IDAHO,3172,2025-01-02,2025-01-02
ILLINOIS,27128,2025-01-02,2025-01-02
INDIANA,19759,2025-01-02,2025-01-02
IOWA,8777,2025-01-02,2025-01-02
KANSAS,9063,2025-01-02,2025-01-02
KENTUCKY,12344,2025-01-02,2025-01-02
LOUISIANA-PN,22097,2025-01-02,2025-01-02
LOUISIANA-RN (Non-Participating),NA,2025-01-02,2025-01-02
MAINE,1655,2025-01-02,2025-01-02
MARYLAND,11102,2025-01-02,2025-01-02
MASSACHUSETTS,20084,2025-01-02,2025-01-02
MICHIGAN,20675,2025-01-02,2025-01-02
MINNESOTA,17498,2025-01-02,2025-01-02
MISSISSIPPI,14032,2025-01-02,2025-01-02
MISSOURI,22499,2025-01-02,2025-01-02
MONTANA,2238,2025-01-02,2025-01-02
NEBRASKA,5320,2025-01-02,2025-01-02
NEVADA,4749,2025-01-02,2025-01-02
NEW HAMPSHIRE,3122,2025-01-02,2025-01-02
NEW JERSEY,24040,2025-01-02,2025-01-02
NEW MEXICO,2381,2025-01-02,2025-01-02
NEW YORK,76211,2025-01-02,2025-01-02
NORTH CAROLINA,22877,2025-01-02,2025-01-02
NORTH DAKOTA,2560,2025-01-02,2025-01-02
NORTHERN MARIANA ISLANDS,56,2025-01-02,2025-01-02
OHIO,49912,2025-01-02,2025-01-02
OKLAHOMA,17205,2025-01-02,2025-01-02
OREGON,6538,2025-01-02,2025-01-02
PENNSYLVANIA,48827,2025-01-02,2025-01-02
RHODE ISLAND,2733,2025-01-02,2025-01-02
SOUTH CAROLINA,12201,2025-01-02,2025-01-02
SOUTH DAKOTA,2742,2025-01-02,2025-01-02
TENNESSEE,29427,2025-01-02,2025-01-02
TEXAS,100926,2025-01-02,2025-01-02
UTAH,2647,2025-01-02,2025-01-02
VERMONT,1540,2025-01-02,2025-01-02
VIRGIN ISLANDS,73,2025-01-02,2025-01-02
VIRGINIA,26169,2025-01-02,2025-01-02
WASHINGTON,10351,2025-01-02,2025-01-02
WEST VIRGINIA-PN,7473,2025-01-02,2025-01-02
WEST VIRGINIA-RN (Non-Participating),NA,2025-01-02,2025-01-02
WISCONSIN,12017,2025-01-02,2025-01-02
WYOMING,668,2025-01-02,2025-01-02
TOTALS,961537,2025-01-02,2025-01-02
