state,counts_rn,updated_date,scrape_date
ALABAMA,98978,2023-01-09,2023-01-10
ALASKA,16940,2023-01-09,2023-01-10
AMERICAN SAMOA,167,2023-01-09,2023-01-10
ARIZONA,107396,2023-01-09,2023-01-10
ARKANSAS,46013,2023-01-09,2023-01-10
CALIFORNIA-RN,496625,2023-01-09,2023-01-10
CALIFORNIA-VN (Non-Participating),NA,2023-01-09,2023-01-10
COLORADO,85149,2023-01-09,2023-01-10
CONNECTICUT,90349,2023-01-09,2023-01-10
DELAWARE,21244,2023-01-09,2023-01-10
DISTRICT OF COLUMBIA,36548,2023-01-09,2023-01-10
FLORIDA,361462,2023-01-09,2023-01-10
GEORGIA,140634,2023-01-09,2023-01-10
GUAM,1300,2023-01-09,2023-01-10
HAWAII,33422,2023-01-09,2023-01-10
IDAHO,28829,2023-01-09,2023-01-10
ILLINOIS,213339,2023-01-09,2023-01-10
INDIANA,128504,2023-01-09,2023-01-10
IOWA,57825,2023-01-09,2023-01-10
KANSAS,53047,2023-01-09,2023-01-10
KENTUCKY,73786,2023-01-09,2023-01-10
LOUISIANA-PN (Non-Participating),NA,2023-01-09,2023-01-10
LOUISIANA-RN,65711,2023-01-09,2023-01-10
MAINE,28784,2023-01-09,2023-01-10
MARYLAND,87717,2023-01-09,2023-01-10
MASSACHUSETTS,148925,2023-01-09,2023-01-10
MICHIGAN (Non-Participating),NA,2023-01-09,2023-01-10
MINNESOTA,128970,2023-01-09,2023-01-10
MISSISSIPPI,49296,2023-01-09,2023-01-10
MISSOURI,122220,2023-01-09,2023-01-10
MONTANA,21828,2023-01-09,2023-01-10
NEBRASKA,31189,2023-01-09,2023-01-10
NEVADA,56545,2023-01-09,2023-01-10
NEW HAMPSHIRE,26639,2023-01-09,2023-01-10
NEW JERSEY,142649,2023-01-09,2023-01-10
NEW MEXICO,31505,2023-01-09,2023-01-10
NEW YORK,386917,2023-01-09,2023-01-10
NORTH CAROLINA,153884,2023-01-09,2023-01-10
NORTH DAKOTA,16309,2023-01-09,2023-01-10
NORTHERN MARIANA ISLANDS,3692,2023-01-09,2023-01-10
OHIO,239551,2023-01-09,2023-01-10
OKLAHOMA,50011,2023-01-09,2023-01-10
OREGON,80848,2023-01-09,2023-01-10
PENNSYLVANIA,245487,2023-01-09,2023-01-10
RHODE ISLAND,29367,2023-01-09,2023-01-10
SOUTH CAROLINA,79207,2023-01-09,2023-01-10
SOUTH DAKOTA,19677,2023-01-09,2023-01-10
TENNESSEE,113380,2023-01-09,2023-01-10
TEXAS,380641,2023-01-09,2023-01-10
UTAH,44167,2023-01-09,2023-01-10
VERMONT,22033,2023-01-09,2023-01-10
VIRGIN ISLANDS,1115,2023-01-09,2023-01-10
VIRGINIA,115795,2023-01-09,2023-01-10
WASHINGTON,126573,2023-01-09,2023-01-10
WEST VIRGINIA-PN (Non-Participating),NA,2023-01-09,2023-01-10
WEST VIRGINIA-RN,34595,2023-01-09,2023-01-10
WISCONSIN,118132,2023-01-09,2023-01-10
WYOMING,8123,2023-01-09,2023-01-10
TOTALS,5303039,2023-01-09,2023-01-10
